TimeStep,Channel A,Channel C
0,1956.9471,-1.9569472
1,782.7789,0.0
2,1565.5577,1.9569472
3,1565.5577,1.9569472
4,1565.5577,-5.8708415
5,1565.5577,-1.9569472
6,1565.5577,-1.9569472
7,782.7789,0.0
8,782.7789,-1.9569472
9,782.7789,0.0
10,1565.5577,-3.9138944
11,1956.9471,-3.9138944
12,1565.5577,-1.9569472
13,1565.5577,-1.9569472
14,1565.5577,-3.9138944
15,1956.9471,0.0
16,1565.5577,-3.9138944
17,1565.5577,-3.9138944
18,1174.1683,-1.9569472
19,1565.5577,-3.9138944
20,1565.5577,-1.9569472
21,1565.5577,-1.9569472
22,1565.5577,-1.9569472
23,1174.1683,-1.9569472
24,1565.5577,-3.9138944
25,1956.9471,-3.9138944
26,1956.9471,-1.9569472
27,782.7789,-3.9138944
28,1565.5577,-3.9138944
29,1565.5577,0.0
30,1956.9471,0.0
31,1565.5577,-3.9138944
32,1565.5577,-5.8708415
33,782.7789,-3.9138944
34,782.7789,-1.9569472
35,1565.5577,-1.9569472
36,1565.5577,0.0
37,1174.1683,-1.9569472
38,1565.5577,-5.8708415
39,1956.9471,-1.9569472
40,1174.1683,-7.827789
41,1956.9471,0.0
42,1174.1683,-1.9569472
43,1565.5577,-3.9138944
44,1565.5577,0.0
45,1565.5577,-5.8708415
46,1565.5577,-3.9138944
47,1565.5577,-1.9569472
48,1565.5577,0.0
49,1565.5577,-3.9138944
50,782.7789,-3.9138944
51,782.7789,-5.8708415
52,1174.1683,-3.9138944
53,782.7789,-3.9138944
54,782.7789,-1.9569472
55,1956.9471,0.0
56,391.38943,-7.827789
57,1174.1683,-1.9569472
58,782.7789,-3.9138944
59,782.7789,-1.9569472
60,782.7789,-1.9569472
61,1565.5577,-3.9138944
62,1174.1683,-3.9138944
63,1956.9471,-1.9569472
64,1174.1683,-1.9569472
65,782.7789,-3.9138944
66,1565.5577,-5.8708415
67,1956.9471,-1.9569472
68,1565.5577,-3.9138944
69,1565.5577,-1.9569472
70,1956.9471,0.0
71,1565.5577,-1.9569472
72,1956.9471,-1.9569472
73,2739.726,0.0
74,3522.505,-3.9138944
75,3131.1155,-1.9569472
76,4305.2837,5.8708415
77,6262.231,-1.9569472
78,7436.399,1.9569472
79,11350.293,3.9138944
80,13307.241,11.741683
81,16829.746,17.612524
82,21135.03,19.569471
83,26223.09,29.354208
84,31702.543,41.09589
85,36399.215,52.837574
86,41878.668,74.36399
87,48923.676,91.97652
88,54403.13,113.50294
89,59882.582,140.90019
90,65753.42,166.34052
91,68493.15,199.60861
92,73972.6,230.91977
93,75929.55,254.40314
94,78669.28,285.7143
95,80234.836,303.3268
96,82191.78,320.93933
97,84540.12,336.5949
98,85714.29,340.50882
99,86888.45,354.20743
100,88454.016,356.1644
101,90410.95,360.07828
102,92367.91,362.03522
103,94324.85,365.94913
104,97064.58,369.863
105,98630.14,369.863
106,100587.08,377.6908
107,102935.42,387.47552
108,106066.53,397.26028
109,108023.484,407.045
110,108806.26,418.78668
111,109589.05,428.57144
112,110371.81,438.35617
113,109980.43,452.0548
114,109589.05,457.92563
115,109589.05,457.92563
116,108806.26,459.88257
117,108023.484,457.92563
118,108414.875,455.9687
119,106457.93,450.09784
120,105283.76,444.22702
121,104500.98,438.35617
122,103718.2,430.52838
123,103718.2,420.74365
124,102152.65,410.9589
125,101761.25,403.1311
126,100195.695,397.26028
127,99412.92,385.5186
128,98630.14,383.56165
129,98630.14,369.863
130,97847.35,363.99216
131,96281.8,352.2505
