TimeStep,Channel A,Channel C
0,1174.1683,9.784736
1,391.38943,9.784736
2,782.7789,0.0
3,782.7789,-9.784736
4,0.0,9.784736
5,1565.5577,0.0
6,1565.5577,0.0
7,1174.1683,19.569471
8,1565.5577,0.0
9,782.7789,-9.784736
10,1565.5577,-9.784736
11,782.7789,0.0
12,1174.1683,9.784736
13,782.7789,0.0
14,1565.5577,0.0
15,1174.1683,19.569471
16,782.7789,0.0
17,1565.5577,19.569471
18,1565.5577,9.784736
19,782.7789,19.569471
20,1565.5577,0.0
21,1174.1683,0.0
22,1565.5577,9.784736
23,1174.1683,0.0
24,1174.1683,9.784736
25,1174.1683,9.784736
26,1565.5577,19.569471
27,782.7789,9.784736
28,1565.5577,-9.784736
29,782.7789,-9.784736
30,391.38943,0.0
31,1956.9471,0.0
32,391.38943,0.0
33,782.7789,-9.784736
34,1565.5577,9.784736
35,1565.5577,9.784736
36,782.7789,9.784736
37,782.7789,0.0
38,1565.5577,9.784736
39,782.7789,-9.784736
40,782.7789,-19.569471
41,782.7789,0.0
42,1174.1683,0.0
43,1174.1683,-19.569471
44,782.7789,0.0
45,782.7789,9.784736
46,391.38943,9.784736
47,782.7789,19.569471
48,391.38943,0.0
49,1565.5577,0.0
50,391.38943,-19.569471
51,391.38943,-9.784736
52,0.0,9.784736
53,391.38943,19.569471
54,0.0,9.784736
55,391.38943,0.0
56,1174.1683,0.0
57,391.38943,19.569471
58,1174.1683,0.0
59,782.7789,9.784736
60,1174.1683,-9.784736
61,391.38943,-19.569471
62,782.7789,19.569471
63,782.7789,19.569471
64,782.7789,29.354208
65,391.38943,9.784736
66,-391.38943,19.569471
67,1174.1683,9.784736
68,782.7789,0.0
69,1565.5577,9.784736
70,1565.5577,9.784736
71,1956.9471,0.0
72,1565.5577,29.354208
73,1956.9471,39.138943
74,2739.726,29.354208
75,3913.8943,29.354208
76,5088.0625,29.354208
77,5870.842,68.49315
78,8219.178,29.354208
79,10958.904,97.84736
80,14481.408,97.84736
81,19178.082,117.41683
82,23874.756,176.12524
83,28962.816,215.26419
84,33659.492,293.54208
85,39530.332,381.6047
86,46183.953,518.591
87,51663.402,606.6536
88,57925.633,743.6399
89,62622.31,939.33466
90,68493.15,1105.6752
91,72798.43,1262.231
92,75538.16,1418.7867
93,77886.5,1555.773
94,81017.61,1702.5441
95,82974.56,1771.0372
96,83757.336,1868.8845
97,84931.5,1927.5929
98,86105.67,1956.9471
99,87279.84,1996.086
100,88454.016,2025.4403
101,91585.125,2025.4403
102,93150.69,2045.0098
103,95499.02,2093.9333
104,98238.75,2113.503
105,100587.08,2133.0725
106,103326.805,2162.4265
107,105283.76,2221.135
108,108806.26,2279.8435
109,110371.81,2338.5518
110,111154.6,2426.6145
111,112328.766,2504.8923
112,112328.766,2544.0312
113,112328.766,2602.7397
114,113111.55,2651.6633
115,112720.16,2651.6633
116,112328.766,2671.233
117,111937.375,2671.233
118,112720.16,2641.8787
119,111937.375,2661.4482
120,111154.6,2602.7397
121,112328.766,2592.955
122,111154.6,2583.1702
123,113502.94,2592.955
124,114285.71,2573.3855
125,115068.5,2592.955
126,116242.664,2592.955
127,116634.055,2602.7397
128,117808.22,2651.6633
129,117808.22,2651.6633
130,118982.38,2690.8022
131,118591.0,2720.1565
132,118982.38,2759.2954
133,119373.78,2769.0803
134,118591.0,2788.6497
135,118982.38,2788.6497
136,118591.0,2788.6497
137,117808.22,2788.6497
138,117416.83,2788.6497
139,117416.83,2769.0803
140,117416.83,2769.0803
141,117416.83,2749.5107
142,117808.22,2739.726
143,117808.22,2729.9414
144,117808.22,2729.9414
145,118591.0,2720.1565
146,119373.78,2710.3718
147,119373.78,2710.3718
148,119373.78,2749.5107
149,120939.336,2749.5107
150,120547.95,2778.865
151,120939.336,2769.0803
152,119765.164,2818.004
153,119765.164,2788.6497
154,120156.555,2818.004
155,120156.555,2818.004
156,118982.38,2827.7886
157,119765.164,2827.7886
158,118982.38,2808.2192
159,118982.38,2788.6497
160,118591.0,2798.4343
161,118591.0,2788.6497
162,119765.164,2778.865
163,118199.61,2788.6497
164,118591.0,2759.2954
165,120156.555,2759.2954
166,118591.0,2769.0803
167,119765.164,2749.5107
168,120939.336,2769.0803
169,121330.72,2798.4343
170,121722.11,2788.6497
171,121330.72,2788.6497
172,120939.336,2778.865
173,122113.51,2827.7886
174,121722.11,2818.004
175,121330.72,2808.2192
176,121330.72,2818.004
177,120547.95,2808.2192
178,120547.95,2818.004
179,119373.78,2827.7886
180,120547.95,2808.2192
181,119373.78,2788.6497
182,120547.95,2788.6497
183,120156.555,2808.2192
184,120156.555,2798.4343
185,120156.555,2788.6497
186,118982.38,2778.865
187,120939.336,2798.4343
188,121722.11,2788.6497
189,121330.72,2798.4343
190,121722.11,2798.4343
191,122504.89,2798.4343
192,121722.11,2818.004
193,121722.11,2818.004
194,121722.11,2827.7886
195,121722.11,2837.5735
196,122113.51,2827.7886
197,121330.72,2818.004
198,120547.95,2827.7886
199,121722.11,2827.7886
200,120547.95,2827.7886
201,120547.95,2827.7886
202,119373.78,2798.4343
203,120939.336,2798.4343
204,121330.72,2798.4343
205,120939.336,2798.4343
206,121722.11,2778.865
207,121330.72,2818.004
208,122113.51,2798.4343
209,120939.336,2788.6497
210,122113.51,2808.2192
211,122113.51,2827.7886
212,121722.11,2808.2192
213,122504.89,2837.5735
214,122113.51,2847.3582
215,121722.11,2847.3582
216,120939.336,2837.5735
217,121330.72,2847.3582
218,121722.11,2837.5735
219,120156.555,2837.5735
220,121722.11,2827.7886
