TimeStep,Channel A,Channel C
0,1174.1683,11.741683
1,1174.1683,11.741683
2,1174.1683,11.741683
3,782.7789,7.827789
4,1174.1683,7.827789
5,1565.5577,11.741683
6,0.0,0.0
7,1174.1683,7.827789
8,782.7789,15.655578
9,1174.1683,7.827789
10,1956.9471,11.741683
11,1565.5577,7.827789
12,1565.5577,15.655578
13,1956.9471,15.655578
14,1956.9471,11.741683
15,391.38943,15.655578
16,1565.5577,15.655578
17,782.7789,7.827789
18,1174.1683,7.827789
19,1565.5577,11.741683
20,1174.1683,7.827789
21,1174.1683,11.741683
22,1565.5577,15.655578
23,1174.1683,7.827789
24,782.7789,15.655578
25,782.7789,7.827789
26,1174.1683,15.655578
27,1565.5577,11.741683
28,1174.1683,19.569471
29,782.7789,7.827789
30,1174.1683,3.9138944
31,782.7789,7.827789
32,1174.1683,11.741683
33,782.7789,7.827789
34,1565.5577,11.741683
35,1174.1683,3.9138944
36,1565.5577,11.741683
37,782.7789,7.827789
38,782.7789,7.827789
39,782.7789,3.9138944
40,391.38943,0.0
41,1174.1683,11.741683
42,1174.1683,3.9138944
43,782.7789,7.827789
44,782.7789,3.9138944
45,1565.5577,11.741683
46,1174.1683,7.827789
47,1956.9471,7.827789
48,0.0,7.827789
49,1174.1683,7.827789
50,1174.1683,11.741683
51,391.38943,7.827789
52,782.7789,7.827789
53,391.38943,7.827789
54,391.38943,7.827789
55,782.7789,0.0
56,391.38943,7.827789
57,391.38943,7.827789
58,391.38943,7.827789
59,782.7789,11.741683
60,782.7789,7.827789
61,391.38943,3.9138944
62,1174.1683,7.827789
63,1174.1683,3.9138944
64,1174.1683,3.9138944
65,1956.9471,3.9138944
66,782.7789,11.741683
67,1174.1683,-7.827789
68,1174.1683,11.741683
69,1174.1683,7.827789
70,1565.5577,7.827789
71,1565.5577,7.827789
72,1565.5577,0.0
73,1956.9471,11.741683
74,3131.1155,7.827789
75,3131.1155,7.827789
76,5088.0625,11.741683
77,5479.452,19.569471
78,8219.178,23.483366
79,10567.515,39.138943
80,13698.631,46.966732
81,16829.746,62.62231
82,20743.64,86.105675
83,26223.09,105.67515
84,31311.154,144.81409
85,36790.605,187.86693
86,41878.668,258.31702
87,48532.29,320.93933
88,54403.13,399.21722
89,59882.582,485.3229
90,64187.867,583.1702
91,68493.15,677.1037
92,73189.83,778.865
93,75929.55,864.97064
94,77103.72,935.4207
95,79843.445,1001.957
96,81409.0,1052.8375
97,83757.336,1091.9766
98,84931.5,1131.1155
99,85322.9,1150.6849
100,88062.625,1162.4266
101,89628.19,1174.1683
102,90410.95,1181.9961
103,92759.3,1185.91
104,95890.41,1205.4795
105,97847.35,1209.3933
106,99804.305,1240.7045
107,102544.03,1264.1879
108,104109.59,1295.499
109,106066.53,1326.8102
110,107632.09,1373.7769
111,108023.484,1409.002
112,108806.26,1436.3992
113,109589.05,1467.7103
114,108806.26,1487.2798
115,108023.484,1491.1937
116,108414.875,1491.1937
117,106457.93,1495.1077
118,106457.93,1483.366
119,105283.76,1467.7103
120,105283.76,1459.8826
121,103718.2,1432.4854
122,103326.805,1409.002
123,102544.03,1373.7769
124,102544.03,1350.2936
125,100978.48,1334.638
126,99412.92,1303.3268
127,99804.305,1283.7573
128,99021.52,1248.5323
129,97847.35,1217.2212
130,97847.35,1197.6516
131,95890.41,1166.3405
132,94716.24,1138.9432
133,92367.91,1095.8904
134,91585.125,1068.4932
135,90410.95,1041.096
136,88845.4,1001.957
137,87671.234,970.6458
138,88062.625,931.50684
139,86105.67,896.2818
140,85322.9,872.79846
141,84931.5,841.4873
142,83757.336,806.2622
143,83365.945,794.52057
144,83365.945,778.865
145,82583.17,755.3816
146,82583.17,735.81213
147,81409.0,712.3288
148,81017.61,704.501
149,80626.22,688.8454
150,79452.055,673.1898
151,79060.664,661.4481
152,78669.28,649.7065
153,77495.11,645.79254
154,77103.72,614.4814
155,77495.11,610.5675
156,75929.55,590.99805
157,75538.16,587.08417
158,75538.16,583.1702
159,73972.6,551.8591
160,74363.99,551.8591
161,72798.43,540.11743
162,72798.43,524.46185
163,72798.43,516.63403
164,72407.05,508.80627
165,72015.66,508.80627
166,71232.875,493.1507
167,70841.49,489.2368
168,70841.49,481.409
169,70450.09,481.409
170,71232.875,477.49512
171,70450.09,469.66733
172,68493.15,461.83954
173,68493.15,454.01175
174,68101.766,450.09784
175,68101.766,442.27005
176,67318.984,430.52838
177,66144.81,438.35617
178,65753.42,430.52838
179,64970.645,430.52838
180,64187.867,418.78668
181,64187.867,418.78668
182,63013.695,407.045
183,63013.695,399.21722
184,63013.695,395.3033
185,61839.53,395.3033
186,61056.754,387.47552
187,61448.14,387.47552
188,60665.36,383.56165
189,60273.977,387.47552
190,59882.582,371.81995
191,60273.977,379.64774
192,59491.19,367.90607
193,59099.805,367.90607
194,59099.805,375.73386
195,57142.855,360.07828
196,56751.47,352.2505
197,56360.08,352.2505
198,55577.3,348.3366
199,55577.3,340.50882
200,53228.965,332.68103
201,53620.35,324.85324
202,53228.965,328.76712
203,52837.574,324.85324
204,52054.797,320.93933
205,52054.797,320.93933
206,50489.24,313.11154
207,51663.402,305.28375
208,51272.016,305.28375
209,49706.46,293.54208
210,50489.24,289.62817
211,49706.46,293.54208
212,48923.676,289.62817
213,48532.29,281.80038
214,48140.9,289.62817
215,47358.12,281.80038
216,46575.344,273.9726
217,45401.17,281.80038
218,45401.17,273.9726
219,43444.227,270.05872
220,42661.45,270.05872
221,41487.28,262.23093
222,39138.94,254.40314
223,38356.164,250.48924
224,36007.83,230.91977
225,33659.492,234.83366
226,31311.154,219.17809
227,28180.04,207.4364
228,25048.924,203.5225
229,21526.418,176.12524
230,18395.303,164.38356
231,16046.967,144.81409
232,14090.02,125.24462
233,12524.462,101.76125
234,9001.957,78.277885
235,8219.178,66.5362
236,7045.01,46.966732
237,5088.0625,43.052837
238,5088.0625,27.39726
239,4696.6733,23.483366
240,3131.1155,7.827789
241,2739.726,11.741683
242,2348.3367,3.9138944
243,1565.5577,3.9138944
244,782.7789,0.0
245,-391.38943,3.9138944
246,-782.7789,3.9138944
247,-782.7789,0.0
248,-1565.5577,-7.827789
249,-1565.5577,-15.655578
250,-2739.726,-19.569471
251,-2739.726,-27.39726
252,-3913.8943,-27.39726
253,-3913.8943,-31.311155
254,-4305.2837,-39.138943
255,-3913.8943,-35.225048
256,-3913.8943,-39.138943
257,-5088.0625,-43.052837
258,-4305.2837,-39.138943
259,-4696.6733,-43.052837
260,-3522.505,-43.052837
261,-3913.8943,-43.052837
262,-3913.8943,-43.052837
263,-4696.6733,-39.138943
264,-3913.8943,-35.225048
265,-4305.2837,-43.052837
266,-4305.2837,-46.966732
267,-5479.452,-43.052837
268,-5088.0625,-46.966732
269,-6262.231,-46.966732
270,-5479.452,-46.966732
271,-5870.842,-50.880627
272,-5479.452,-50.880627
273,-5870.842,-54.79452
274,-5479.452,-50.880627
275,-5870.842,-54.79452
276,-5479.452,-66.5362
277,-5870.842,-54.79452
278,-6262.231,-58.708416
279,-5088.0625,-50.880627
280,-5870.842,-50.880627
281,-5870.842,-54.79452
282,-5479.452,-54.79452
283,-5479.452,-54.79452
284,-5479.452,-58.708416
285,-5479.452,-50.880627
286,-5479.452,-54.79452
287,-6262.231,-50.880627
288,-6262.231,-50.880627
289,-5870.842,-50.880627
290,-5088.0625,-54.79452
291,-5870.842,-50.880627
292,-6262.231,-50.880627
293,-5479.452,-50.880627
294,-6262.231,-58.708416
295,-5088.0625,-58.708416
296,-5479.452,-50.880627
297,-5870.842,-66.5362
298,-6262.231,-54.79452
299,-5479.452,-62.62231
300,-5479.452,-50.880627
301,-5479.452,-58.708416
302,-6262.231,-50.880627
303,-5870.842,-50.880627
304,-5479.452,-54.79452
305,-5870.842,-46.966732
306,-5870.842,-50.880627
307,-5870.842,-50.880627
308,-6653.6206,-54.79452
309,-5479.452,-50.880627
310,-5088.0625,-54.79452
311,-5479.452,-54.79452
312,-5088.0625,-46.966732
313,-5088.0625,-50.880627
314,-5479.452,-54.79452
315,-5088.0625,-54.79452
316,-5870.842,-58.708416
317,-5088.0625,-58.708416
318,-5088.0625,-62.62231
319,-5088.0625,-58.708416
320,-5479.452,-50.880627
321,-5870.842,-50.880627
322,-5870.842,-54.79452
323,-5479.452,-50.880627
324,-5088.0625,-54.79452
325,-6262.231,-50.880627
326,-5088.0625,-54.79452
327,-5870.842,-58.708416
328,-5870.842,-54.79452
329,-5088.0625,-46.966732
330,-5870.842,-54.79452
331,-5088.0625,-46.966732
332,-4305.2837,-50.880627
333,-4696.6733,-39.138943
334,-5088.0625,-50.880627
335,-5479.452,-58.708416
336,-5088.0625,-46.966732
337,-4696.6733,-46.966732
338,-4305.2837,-39.138943
339,-4696.6733,-46.966732
340,-5088.0625,-54.79452
341,-4305.2837,-46.966732
342,-3913.8943,-43.052837
343,-4305.2837,-46.966732
344,-3913.8943,-43.052837
345,-4696.6733,-43.052837
346,-4305.2837,-43.052837
347,-4305.2837,-35.225048
348,-3913.8943,-39.138943
349,-4696.6733,-43.052837
350,-3522.505,-39.138943
351,-3131.1155,-39.138943
352,-3913.8943,-39.138943
353,-3522.505,-43.052837
354,-3522.505,-35.225048
355,-3522.505,-39.138943
356,-3131.1155,-46.966732
357,-3131.1155,-39.138943
358,-2739.726,-27.39726
359,-2348.3367,-39.138943
360,-2739.726,-35.225048
361,-2739.726,-31.311155
362,-3131.1155,-35.225048
363,-1174.1683,-27.39726
364,-2348.3367,-31.311155
365,-2348.3367,-35.225048
366,-1956.9471,-27.39726
367,-2348.3367,-27.39726
368,-1174.1683,-27.39726
369,-1956.9471,-31.311155
370,-2348.3367,-43.052837
371,-1956.9471,-27.39726
372,-1565.5577,-27.39726
373,-1174.1683,-23.483366
374,-1174.1683,-27.39726
375,-1956.9471,-27.39726
376,-1565.5577,-27.39726
377,-2348.3367,-23.483366
378,-1956.9471,-27.39726
379,-1174.1683,-27.39726
380,-1565.5577,-15.655578
381,-1565.5577,-23.483366
382,-1956.9471,-19.569471
383,-1174.1683,-19.569471
384,-1565.5577,-23.483366
385,-1565.5577,-19.569471
386,-1565.5577,-27.39726
387,-1565.5577,-19.569471
388,-1174.1683,-19.569471
389,-1565.5577,-15.655578
390,-1565.5577,-27.39726
391,-1565.5577,-15.655578
392,-1565.5577,-31.311155
393,-1565.5577,-27.39726
394,-1174.1683,-23.483366
395,-782.7789,-15.655578
396,-1956.9471,-15.655578
397,-1956.9471,-15.655578
398,-1174.1683,-27.39726
399,-782.7789,-15.655578
400,-1174.1683,-15.655578
401,-1565.5577,-15.655578
402,-1565.5577,-11.741683
403,-1174.1683,-23.483366
404,-1565.5577,-23.483366
405,-1174.1683,-23.483366
406,-1565.5577,-23.483366
407,-1174.1683,-27.39726
408,-1565.5577,-15.655578
409,-1565.5577,-23.483366
410,-782.7789,-19.569471
411,-782.7789,-19.569471
412,-1956.9471,-19.569471
413,-1565.5577,-23.483366
414,-1174.1683,-19.569471
415,0.0,-27.39726
416,-782.7789,-11.741683
417,-1565.5577,-19.569471
418,-1174.1683,-23.483366
419,-1174.1683,-19.569471
420,-1565.5577,-23.483366
421,-1956.9471,-11.741683
422,0.0,-19.569471
423,-1565.5577,-19.569471
424,-1565.5577,-19.569471
