TimeStep,Channel A,Channel C
0,391.38943,0.0
1,1174.1683,7.827789
2,1565.5577,3.9138944
3,1565.5577,7.827789
4,391.38943,11.741683
5,1174.1683,3.9138944
6,1174.1683,3.9138944
7,1956.9471,0.0
8,1565.5577,7.827789
9,782.7789,11.741683
10,782.7789,11.741683
11,782.7789,7.827789
12,1174.1683,3.9138944
13,1565.5577,19.569471
14,1565.5577,7.827789
15,1956.9471,11.741683
16,782.7789,11.741683
17,1174.1683,0.0
18,1174.1683,11.741683
19,1174.1683,7.827789
20,1174.1683,11.741683
21,1956.9471,11.741683
22,782.7789,11.741683
23,782.7789,7.827789
24,1174.1683,7.827789
25,782.7789,7.827789
26,782.7789,3.9138944
27,2348.3367,11.741683
28,1174.1683,7.827789
29,1565.5577,-3.9138944
30,1174.1683,0.0
31,1174.1683,7.827789
32,1174.1683,7.827789
33,1174.1683,15.655578
34,391.38943,3.9138944
35,1956.9471,0.0
36,1174.1683,0.0
37,782.7789,0.0
38,1565.5577,11.741683
39,782.7789,3.9138944
40,0.0,0.0
41,782.7789,11.741683
42,782.7789,7.827789
43,1565.5577,3.9138944
44,1174.1683,0.0
45,1174.1683,11.741683
46,1174.1683,0.0
47,1174.1683,7.827789
48,1174.1683,11.741683
49,782.7789,3.9138944
50,391.38943,-3.9138944
51,782.7789,3.9138944
52,1565.5577,7.827789
53,391.38943,0.0
54,782.7789,3.9138944
55,391.38943,3.9138944
56,1174.1683,3.9138944
57,1174.1683,7.827789
58,1174.1683,7.827789
59,1174.1683,0.0
60,782.7789,3.9138944
61,782.7789,3.9138944
62,1174.1683,3.9138944
63,1956.9471,7.827789
64,1174.1683,3.9138944
65,1565.5577,3.9138944
66,1956.9471,7.827789
67,391.38943,7.827789
68,1174.1683,0.0
69,1174.1683,3.9138944
70,1565.5577,7.827789
71,782.7789,7.827789
72,1956.9471,7.827789
73,1956.9471,11.741683
74,1956.9471,7.827789
75,2739.726,15.655578
76,4305.2837,11.741683
77,7045.01,27.39726
78,8219.178,27.39726
79,10176.125,31.311155
80,13698.631,31.311155
81,17221.135,46.966732
82,21526.418,70.450096
83,27397.262,82.19178
84,33268.1,105.67515
85,37964.773,140.90019
86,44227.008,180.03914
87,49706.46,223.09198
88,55577.3,277.8865
89,60273.977,340.50882
90,66144.81,410.9589
91,70058.7,465.75342
92,73972.6,528.37573
93,77103.72,590.99805
94,79452.055,641.87866
95,79843.445,688.8454
96,82583.17,716.2427
97,83365.945,739.726
98,84931.5,763.2094
99,86888.45,771.0372
100,87671.234,782.7789
101,89628.19,786.69275
102,92367.91,790.6066
103,95107.64,798.43445
104,96673.195,806.2622
105,98630.14,818.0039
106,100978.48,833.6595
107,102935.42,861.05676
108,104892.36,880.6262
109,108023.484,904.1096
110,108806.26,923.6791
111,109589.05,943.24854
112,109589.05,970.6458
113,109980.43,990.2153
114,109197.66,1001.957
115,109197.66,1013.6986
116,108806.26,1013.6986
117,107632.09,1009.7847
118,107240.7,994.12915
119,106066.53,982.38745
120,105283.76,966.7319
121,105283.76,958.9041
122,103718.2,935.4207
123,102935.42,919.76514
124,102935.42,911.9374
125,102152.65,884.5401
126,101369.86,876.71234
127,100587.08,857.1429
