Target ID,Iteration,EMP voltage [V],Glitch offset [ns],Glitch width [ns],xPos [mm],yPos [mm],zPos [mm],Peak Voltage Chip Shouter,Peak Voltage Probe,Peak Width,Area under pulse,Rawdata Filename
,3,200,20,80,60,142,12,170645.8,3170.2544,114,536545.94,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,142,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,60,142,12,173385.53,3228.963,114,542778.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,142,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,60,142,12,172994.12,3209.3933,114,548923.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,142,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,60,142,12,169080.23,3140.9001,115,534442.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,142,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,60,142,12,174951.08,3248.5322,113,547984.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,142,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,60,142,12,172602.73,3199.6086,114,541154.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,142,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,60,142,12,167906.08,3121.3308,112,528512.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,142,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,61,142,12,169471.62,3365.9492,112,568111.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,142,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,61,142,12,175342.47,3463.7964,112,582319.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,142,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,61,142,12,172211.34,3385.5186,115,576937.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,142,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,61,142,12,169080.23,3336.595,114,567314.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,142,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,61,142,12,174168.3,3434.4424,113,579755.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,142,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,61,142,12,168688.84,3336.595,115,567979.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,142,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,61,142,12,174951.08,3444.227,114,584549.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,142,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,61,142,12,171819.97,3385.5186,113,573170.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,142,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,61,142,12,168688.84,3326.81,116,569545.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,142,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,61,142,12,173385.53,3424.6575,115,577969.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,142,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,62,142,12,169471.62,3473.5813,112,590024.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,142,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,62,142,12,173776.9,3610.5676,112,605322.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,142,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,62,142,12,171428.58,3542.0745,115,597857.1,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,142,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,62,142,12,169471.62,3493.1506,115,592093.94,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,142,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,62,142,12,174951.08,3620.3523,113,605117.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,142,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,62,142,12,171819.97,3542.0745,114,595963.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,142,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,62,142,12,168297.47,3454.0117,115,589119.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,142,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,62,142,12,174168.3,3590.998,113,603899.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,142,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,62,142,12,171428.58,3522.505,114,595396.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,142,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,62,142,12,170645.8,3522.505,113,591961.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,142,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,63,142,12,169080.23,3600.7827,113,609682.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_63,142,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,63,142,12,174168.3,3718.1997,114,626144.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_63,142,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,63,142,12,172994.12,3688.8455,112,619862.94,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_63,142,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,63,142,12,170254.39,3600.7827,114,614398.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_63,142,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,63,142,12,174951.08,3737.769,112,630753.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_63,142,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,63,142,12,172602.73,3669.276,114,620680.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_63,142,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,63,142,12,167906.08,3571.4285,117,607847.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_63,142,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,63,142,12,174951.08,3718.1997,113,626320.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_63,142,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,63,142,12,172211.34,3639.9216,114,614217.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_63,142,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,63,142,12,174168.3,3708.4148,112,625161.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_63,142,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,64,142,12,168297.47,3649.7065,115,621448.1,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_64,142,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,64,142,12,174168.3,3776.908,113,631648.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_64,142,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,64,142,12,170645.8,3708.4148,112,629838.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_64,142,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,64,142,12,171428.58,3698.6301,115,623542.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_64,142,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,64,142,12,173385.53,3776.908,112,635107.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_64,142,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,64,142,12,170254.39,3698.6301,114,627157.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_64,142,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,64,142,12,173385.53,3767.1233,113,631844.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_64,142,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,64,142,12,173385.53,3747.5537,112,629672.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_64,142,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,64,142,12,167514.67,3649.7065,112,616712.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_64,142,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,64,142,12,174168.3,3796.4775,111,628938.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_64,142,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,65,142,12,174559.69,3806.2622,115,633243.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_65,142,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,65,142,12,171037.19,3747.5537,112,624623.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_65,142,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,65,142,12,170254.39,3727.9844,112,628913.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_65,142,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,65,142,12,174559.69,3816.0469,111,637685.94,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_65,142,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,65,142,12,169863.0,3718.1997,115,632069.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_65,142,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,65,142,12,172211.34,3786.6929,113,635606.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_65,142,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,65,142,12,172994.12,3806.2622,111,637118.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_65,142,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,65,142,12,169471.62,3698.6301,114,628527.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_65,142,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,65,142,12,174951.08,3835.6165,112,640176.1,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_65,142,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,65,142,12,172211.34,3786.6929,114,636374.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_65,142,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,66,142,12,172602.73,3825.8318,108,636648.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_66,142,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,66,142,12,169080.23,3698.6301,116,630567.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_66,142,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,66,142,12,174559.69,3825.8318,113,641413.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_66,142,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,66,142,12,172211.34,3806.2622,111,638155.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_66,142,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,66,142,12,168688.84,3737.769,111,631418.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_66,142,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,66,142,12,174168.3,3845.4011,113,647245.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_66,142,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,66,142,12,171819.97,3767.1233,112,640538.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_66,142,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,66,142,12,168297.47,3698.6301,115,630357.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_66,142,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,66,142,12,174951.08,3835.6165,114,647162.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_66,142,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,66,142,12,172211.34,3767.1233,113,634877.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_66,142,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,67,142,12,172602.73,3718.1997,114,627563.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_67,142,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,67,142,12,169863.0,3669.276,113,618498.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_67,142,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,67,142,12,174951.08,3776.908,114,639021.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_67,142,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,67,142,12,171819.97,3718.1997,113,630450.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_67,142,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,67,142,12,168688.84,3649.7065,113,618028.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_67,142,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,67,142,12,173385.53,3767.1233,114,638664.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_67,142,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,67,142,12,173385.53,3737.769,112,627597.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_67,142,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,67,142,12,168688.84,3649.7065,114,617387.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_67,142,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,67,142,12,174559.69,3767.1233,114,634349.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_67,142,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,67,142,12,171037.19,3688.8455,114,625088.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_67,142,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,68,142,12,172994.12,3630.137,115,612216.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_68,142,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,68,142,12,171428.58,3600.7827,115,610357.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_68,142,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,68,142,12,173385.53,3659.4912,115,616604.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_68,142,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,68,142,12,169863.0,3571.4285,114,602876.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_68,142,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,68,142,12,172602.73,3639.9216,113,608850.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_68,142,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,68,142,12,174168.3,3669.276,113,616937.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_68,142,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,68,142,12,170254.39,3571.4285,115,603987.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_68,142,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,68,142,12,175342.47,3708.4148,109,619241.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_68,142,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,68,142,12,172211.34,3610.5676,113,607299.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_68,142,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,68,142,12,168297.47,3542.0745,115,601771.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_68,142,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,69,142,12,170254.39,3463.7964,111,577299.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_69,142,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,69,142,12,174559.69,3542.0745,115,593791.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_69,142,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,69,142,12,173385.53,3532.2896,113,595391.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_69,142,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,69,142,12,169471.62,3434.4424,113,580719.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_69,142,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,69,142,12,175342.47,3571.4285,113,596785.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_69,142,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,69,142,12,172602.73,3502.9353,114,594505.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_69,142,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,69,142,12,167906.08,3414.8728,114,581193.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_69,142,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,69,142,12,174168.3,3561.6438,113,597040.1,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_69,142,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,69,142,12,171037.19,3483.366,111,586717.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_69,142,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,69,142,12,167906.08,3424.6575,115,582734.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_69,142,12_9.csv' mode='w' encoding='utf-8'>"
