Target ID,Iteration,EMP voltage [V],Glitch offset [ns],Glitch width [ns],xPos [mm],yPos [mm],zPos [mm],Peak Voltage Chip Shouter,Peak Voltage Probe,Peak Width,Area under pulse,Rawdata Filename
,8,200,20,80,52,150,12,174951.08,2485.323,116,424545.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_52,150,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,52,150,12,170254.39,2407.045,117,416428.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_52,150,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,53,150,12,173385.53,2945.2056,115,500068.47,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_53,150,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,53,150,12,169471.62,2876.7124,115,494843.47,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_53,150,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,53,150,12,173776.9,2954.9902,116,504227.03,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_53,150,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,53,150,12,171037.19,2906.0667,109,484657.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_53,150,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,53,150,12,174951.08,2964.775,114,500552.84,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_53,150,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,53,150,12,172602.73,2935.4207,113,496017.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_53,150,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,53,150,12,168688.84,2876.7124,115,492137.94,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_53,150,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,53,150,12,174951.08,2984.3445,112,501966.72,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_53,150,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,53,150,12,172602.73,2935.4207,113,495200.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_53,150,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,53,150,12,168297.47,2876.7124,113,488184.94,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_53,150,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,54,150,12,171037.19,3385.5186,113,573786.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_54,150,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,54,150,12,169863.0,3356.1643,113,566834.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_54,150,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,54,150,12,172994.12,3463.7964,110,579530.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_54,150,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,54,150,12,167514.67,3336.595,113,568547.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_54,150,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,54,150,12,174559.69,3483.366,111,579554.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_54,150,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,54,150,12,172211.34,3434.4424,112,577323.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_54,150,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,54,150,12,169471.62,3356.1643,115,570063.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_54,150,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,54,150,12,174951.08,3463.7964,112,583923.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_54,150,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,54,150,12,171819.97,3414.8728,112,576154.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_54,150,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,54,150,12,170254.39,3375.734,115,570636.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_54,150,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,55,150,12,171428.58,3835.6165,112,641003.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_55,150,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,55,150,12,171037.19,3816.0469,114,646154.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_55,150,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,55,150,12,173776.9,3894.325,114,651761.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_55,150,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,55,150,12,174168.3,3904.1096,111,653454.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_55,150,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,55,150,12,169863.0,3796.4775,113,639951.1,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_55,150,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,55,150,12,174559.69,3904.1096,111,656365.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_55,150,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,55,150,12,173776.9,3894.325,113,653444.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_55,150,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,55,150,12,171819.97,3825.8318,116,646947.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_55,150,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,55,150,12,173776.9,3874.7554,114,650376.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_55,150,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,55,150,12,172602.73,3835.6165,114,641898.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_55,150,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,56,150,12,174168.3,4266.145,113,713473.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_56,150,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,56,150,12,174168.3,4246.575,113,710391.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_56,150,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,56,150,12,169471.62,4158.5127,114,702098.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_56,150,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,56,150,12,172994.12,4236.7905,113,710699.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_56,150,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,56,150,12,172994.12,4236.7905,113,709114.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_56,150,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,56,150,12,168688.84,4119.3735,115,696810.1,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_56,150,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,56,150,12,174559.69,4266.145,113,715528.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_56,150,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,56,150,12,170645.8,4197.652,113,703752.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_56,150,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,56,150,12,170645.8,4168.2974,114,702475.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_56,150,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,56,150,12,174168.3,4285.7144,113,719970.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_56,150,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,57,150,12,168688.84,4403.1313,114,742651.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_57,150,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,57,150,12,173385.53,4530.3325,115,757901.1,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_57,150,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,57,150,12,169080.23,4393.346,115,739173.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_57,150,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,57,150,12,174559.69,4530.3325,115,765973.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_57,150,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,57,150,12,170254.39,4442.27,114,745973.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_57,150,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,57,150,12,176908.03,4589.041,113,768987.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_57,150,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,57,150,12,172211.34,4491.194,113,750636.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_57,150,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,57,150,12,169080.23,4412.916,115,740939.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_57,150,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,57,150,12,173776.9,4530.3325,113,758972.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_57,150,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,57,150,12,170254.39,4422.7007,115,744305.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_57,150,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,58,150,12,173385.53,4745.5967,114,793155.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_58,150,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,58,150,12,170254.39,4657.534,116,788865.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_58,150,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,58,150,12,171037.19,4686.8887,114,788238.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_58,150,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,58,150,12,171819.97,4696.6733,113,785283.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_58,150,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,58,150,12,173776.9,4765.1665,114,797353.1,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_58,150,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,58,150,12,169471.62,4647.7495,116,787338.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_58,150,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,58,150,12,173776.9,4774.951,114,803282.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_58,150,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,58,150,12,172602.73,4745.5967,113,794168.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_58,150,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,58,150,12,168688.84,4637.965,114,781457.94,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_58,150,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,58,150,12,173776.9,4784.736,112,797636.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_58,150,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,59,150,12,172602.73,4882.583,113,811531.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_59,150,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,59,150,12,173385.53,4941.2915,115,825841.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_59,150,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,59,150,12,170254.39,4853.229,112,809510.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_59,150,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,59,150,12,172211.34,4902.153,113,822906.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_59,150,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,59,150,12,173776.9,4941.2915,113,824217.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_59,150,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,59,150,12,170645.8,4833.6597,115,816834.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_59,150,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,59,150,12,175733.84,4960.861,114,831521.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_59,150,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,59,150,12,170645.8,4843.4443,114,815048.94,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_59,150,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,59,150,12,174951.08,4980.4307,113,831032.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_59,150,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,59,150,12,171037.19,4843.4443,115,816286.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_59,150,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,60,150,12,172211.34,5000.0,115,841232.94,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,150,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,60,150,12,169080.23,4921.722,113,825851.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,150,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,60,150,12,174168.3,5000.0,118,844310.2,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,150,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,60,150,12,170645.8,4951.076,115,831457.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,150,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,60,150,12,175342.47,5000.0,118,845322.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,150,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,60,150,12,172994.12,5000.0,115,840176.1,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,150,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,60,150,12,167514.67,4872.7983,115,827294.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,150,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,60,150,12,174559.69,5000.0,118,845244.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,150,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,60,150,12,171428.58,4970.646,114,837460.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,150,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,60,150,12,173776.9,5000.0,115,841404.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_60,150,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,61,150,12,170254.39,5000.0,115,833620.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,150,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,61,150,12,173385.53,5000.0,120,856335.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,150,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,61,150,12,172211.34,5000.0,121,853321.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,150,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,61,150,12,168688.84,4960.861,116,837441.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,150,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,61,150,12,174168.3,5000.0,120,852519.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,150,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,61,150,12,171819.97,5000.0,117,845954.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,150,12_5.csv' mode='w' encoding='utf-8'>"
,6,200,20,80,61,150,12,173385.53,5000.0,119,850743.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,150,12_6.csv' mode='w' encoding='utf-8'>"
,7,200,20,80,61,150,12,172994.12,5000.0,119,852191.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,150,12_7.csv' mode='w' encoding='utf-8'>"
,8,200,20,80,61,150,12,171037.19,5000.0,115,837876.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,150,12_8.csv' mode='w' encoding='utf-8'>"
,9,200,20,80,61,150,12,175342.47,5000.0,123,858556.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_61,150,12_9.csv' mode='w' encoding='utf-8'>"
,0,200,20,80,62,150,12,172602.73,5000.0,120,848933.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,150,12_0.csv' mode='w' encoding='utf-8'>"
,1,200,20,80,62,150,12,172211.34,5000.0,120,852245.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,150,12_1.csv' mode='w' encoding='utf-8'>"
,2,200,20,80,62,150,12,169863.0,5000.0,118,852431.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,150,12_2.csv' mode='w' encoding='utf-8'>"
,3,200,20,80,62,150,12,174951.08,5000.0,123,852108.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,150,12_3.csv' mode='w' encoding='utf-8'>"
,4,200,20,80,62,150,12,171428.58,5000.0,121,857764.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,150,12_4.csv' mode='w' encoding='utf-8'>"
,5,200,20,80,62,150,12,175733.84,5000.0,125,861203.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_3cmxyPlane10mm\\20231102-134541\\raw_dumps\\200V\\width_80\\200_62,150,12_5.csv' mode='w' encoding='utf-8'>"
