TimeStep,Channel A,Channel C
0,782.7789,1.9569472
1,782.7789,-1.9569472
2,1174.1683,-1.9569472
3,782.7789,0.0
4,782.7789,1.9569472
5,782.7789,0.0
6,782.7789,-1.9569472
7,391.38943,1.9569472
8,1174.1683,3.9138944
9,782.7789,0.0
10,1174.1683,1.9569472
11,391.38943,1.9569472
12,1565.5577,1.9569472
13,1565.5577,1.9569472
14,782.7789,7.827789
15,1174.1683,1.9569472
16,0.0,-1.9569472
17,0.0,3.9138944
18,1174.1683,3.9138944
19,1174.1683,5.8708415
20,1565.5577,5.8708415
21,1174.1683,1.9569472
22,782.7789,0.0
23,782.7789,0.0
24,782.7789,3.9138944
25,1174.1683,1.9569472
26,782.7789,3.9138944
27,1565.5577,0.0
28,0.0,3.9138944
29,1565.5577,1.9569472
30,1174.1683,0.0
31,1174.1683,0.0
32,391.38943,-1.9569472
33,782.7789,0.0
34,1565.5577,1.9569472
35,0.0,0.0
36,1174.1683,0.0
37,391.38943,1.9569472
38,782.7789,0.0
39,1174.1683,3.9138944
40,391.38943,5.8708415
41,782.7789,3.9138944
42,391.38943,1.9569472
43,782.7789,3.9138944
44,782.7789,7.827789
45,782.7789,1.9569472
46,782.7789,3.9138944
47,782.7789,3.9138944
48,782.7789,0.0
49,391.38943,1.9569472
50,1174.1683,1.9569472
51,1565.5577,-1.9569472
52,782.7789,-1.9569472
53,1565.5577,-1.9569472
54,1174.1683,1.9569472
55,391.38943,0.0
56,1174.1683,0.0
57,782.7789,1.9569472
58,1174.1683,-1.9569472
59,1174.1683,-1.9569472
60,782.7789,3.9138944
61,1174.1683,1.9569472
62,782.7789,1.9569472
63,782.7789,1.9569472
64,391.38943,1.9569472
65,1174.1683,1.9569472
66,1565.5577,1.9569472
67,782.7789,-3.9138944
68,1174.1683,-5.8708415
69,1565.5577,5.8708415
70,1565.5577,-3.9138944
71,1174.1683,-3.9138944
72,1956.9471,1.9569472
73,1956.9471,1.9569472
74,1956.9471,0.0
75,2739.726,3.9138944
76,3913.8943,5.8708415
77,5088.0625,5.8708415
78,6653.6206,5.8708415
79,9001.957,13.69863
80,11741.684,13.69863
81,15655.577,21.526419
82,19569.47,27.39726
83,25440.312,37.181995
84,29745.596,50.880627
85,35225.047,64.579254
86,41878.668,84.14873
87,47358.12,105.67515
88,54403.13,138.94325
89,59491.19,172.21135
90,65362.035,207.4364
91,70058.7,242.66145
92,73972.6,283.75732
93,77495.11,320.93933
94,79452.055,352.2505
95,82191.78,381.6047
96,84148.734,397.26028
97,84931.5,420.74365
98,86497.06,436.39923
99,87279.84,442.27005
100,89236.79,446.18396
101,90802.34,450.09784
102,91585.125,455.9687
103,94324.85,455.9687
104,97455.97,459.88257
105,99412.92,463.79648
106,102152.65,473.5812
107,104892.36,479.45206
108,107632.09,493.1507
109,109589.05,504.89236
110,110371.81,526.41876
111,112328.766,540.11743
112,112720.16,553.81604
113,113111.55,565.55774
114,113111.55,579.25635
115,112720.16,583.1702
116,112720.16,589.0411
117,112328.766,587.08417
118,112720.16,590.99805
119,111937.375,590.99805
120,112328.766,585.1272
121,111937.375,579.25635
122,111545.984,573.3855
123,113502.94,571.4286
124,114285.71,569.4716
125,114677.1,571.4286
126,115459.88,567.51465
127,116242.664,575.34247
128,117808.22,577.29944
129,118982.38,585.1272
130,118591.0,589.0411
131,119373.78,596.8689
132,119765.164,604.69666
133,120156.555,606.6536
134,119373.78,614.4814
135,118591.0,620.35223
136,118982.38,618.3953
137,118591.0,620.35223
138,117808.22,618.3953
139,117025.44,616.43835
140,117025.44,610.5675
141,117416.83,608.6106
142,118199.61,606.6536
143,117416.83,606.6536
144,117808.22,604.69666
145,118982.38,602.73975
146,118982.38,604.69666
147,119373.78,602.73975
148,120547.95,602.73975
149,118591.0,608.6106
150,120156.555,604.69666
151,120156.555,610.5675
152,120939.336,616.43835
153,120547.95,620.35223
154,120156.555,620.35223
155,120156.555,620.35223
156,120156.555,620.35223
157,120156.555,632.09393
158,120547.95,622.3092
159,119373.78,622.3092
160,118982.38,620.35223
161,119765.164,618.3953
162,120156.555,616.43835
163,120156.555,612.5245
164,120156.555,614.4814
165,119373.78,612.5245
166,119765.164,608.6106
167,120939.336,610.5675
168,120547.95,610.5675
169,120156.555,610.5675
170,121722.11,614.4814
171,120939.336,620.35223
172,121722.11,620.35223
173,121722.11,618.3953
174,122113.51,624.2662
175,122113.51,624.2662
176,120547.95,624.2662
177,121722.11,628.18005
178,121722.11,628.18005
179,120547.95,624.2662
180,120939.336,620.35223
181,120156.555,626.2231
182,121330.72,620.35223
183,120156.555,616.43835
184,120156.555,622.3092
185,120547.95,618.3953
186,121722.11,616.43835
187,121330.72,612.5245
188,120939.336,616.43835
189,121722.11,618.3953
190,121722.11,618.3953
191,122504.89,618.3953
192,121722.11,622.3092
193,122504.89,620.35223
194,122504.89,624.2662
195,122504.89,628.18005
196,122504.89,624.2662
197,121330.72,628.18005
198,120939.336,626.2231
199,121330.72,632.09393
200,120939.336,624.2662
201,121722.11,622.3092
202,121330.72,620.35223
203,120547.95,624.2662
204,121722.11,620.35223
205,121722.11,618.3953
206,120939.336,618.3953
207,121330.72,612.5245
208,122113.51,620.35223
209,122504.89,622.3092
210,122504.89,622.3092
211,122896.28,622.3092
212,122113.51,620.35223
213,122896.28,628.18005
214,121722.11,626.2231
215,122896.28,628.18005
216,122113.51,626.2231
217,121722.11,624.2662
218,121330.72,628.18005
219,121330.72,630.13696
220,121722.11,624.2662
221,120939.336,626.2231
222,122113.51,622.3092
223,121330.72,620.35223
224,121722.11,620.35223
225,122113.51,620.35223
226,122113.51,618.3953
227,122113.51,620.35223
228,121722.11,618.3953
