TimeStep,Channel A,Channel C
0,782.7789,11.741683
1,782.7789,11.741683
2,1174.1683,7.827789
3,391.38943,11.741683
4,391.38943,11.741683
5,1565.5577,11.741683
6,782.7789,15.655578
7,782.7789,15.655578
8,782.7789,7.827789
9,782.7789,3.9138944
10,391.38943,15.655578
11,1174.1683,15.655578
12,391.38943,11.741683
13,782.7789,15.655578
14,782.7789,11.741683
15,782.7789,11.741683
16,1174.1683,15.655578
17,1565.5577,7.827789
18,782.7789,11.741683
19,1174.1683,7.827789
20,1174.1683,0.0
21,1174.1683,11.741683
22,782.7789,7.827789
23,391.38943,7.827789
24,782.7789,7.827789
25,1174.1683,7.827789
26,391.38943,19.569471
27,0.0,11.741683
28,391.38943,11.741683
29,0.0,7.827789
30,782.7789,11.741683
31,782.7789,0.0
32,-391.38943,7.827789
33,1565.5577,7.827789
34,1174.1683,11.741683
35,391.38943,7.827789
36,391.38943,7.827789
37,391.38943,3.9138944
38,1174.1683,3.9138944
39,391.38943,11.741683
40,391.38943,7.827789
41,391.38943,3.9138944
42,1174.1683,0.0
43,782.7789,19.569471
44,782.7789,11.741683
45,782.7789,11.741683
46,1174.1683,15.655578
47,782.7789,3.9138944
48,1174.1683,11.741683
49,782.7789,7.827789
50,782.7789,11.741683
51,782.7789,11.741683
52,1565.5577,7.827789
53,1174.1683,7.827789
54,782.7789,11.741683
55,1565.5577,11.741683
56,1565.5577,15.655578
57,391.38943,7.827789
58,782.7789,-3.9138944
59,1174.1683,15.655578
60,782.7789,15.655578
61,1174.1683,-7.827789
62,1174.1683,7.827789
63,782.7789,7.827789
64,782.7789,7.827789
65,391.38943,11.741683
66,1174.1683,11.741683
67,782.7789,7.827789
68,1174.1683,15.655578
69,782.7789,15.655578
70,1174.1683,15.655578
71,1956.9471,3.9138944
72,1174.1683,7.827789
73,1956.9471,11.741683
74,3131.1155,11.741683
75,3522.505,15.655578
76,5088.0625,27.39726
77,5870.842,19.569471
78,9001.957,31.311155
79,10567.515,50.880627
80,13307.241,58.708416
81,18395.303,90.01957
82,23483.367,121.33073
83,27788.65,152.64188
84,33268.1,195.69472
85,39530.332,250.48924
86,44618.395,324.85324
87,52054.797,407.045
88,56360.08,508.80627
89,63013.695,622.3092
90,67710.375,727.9843
91,72015.66,849.31506
92,75538.16,966.7319
93,78277.88,1060.6654
94,81800.39,1154.5989
95,82974.56,1228.9628
96,84540.12,1291.5851
97,85714.29,1338.5519
98,88062.625,1373.7769
99,89628.19,1385.5186
100,90019.57,1401.1742
101,91976.516,1416.8297
102,94324.85,1428.5714
103,96673.195,1440.3131
104,99021.52,1459.8826
105,100978.48,1483.366
106,104109.59,1510.7632
107,106457.93,1542.0743
108,108806.26,1585.1272
