Target ID,Iteration,EMP voltage [V],Glitch offset [ns],Glitch width [ns],xPos [mm],yPos [mm],zPos [mm],Peak Voltage Chip Shouter,Peak Voltage Probe,Peak Width,Area under pulse,Rawdata Filename
,8,150,0,200,66.0,154.9,18,122896.28,1941.2916,232,513221.12,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,18_8.csv' mode='w' encoding='utf-8'>"
,9,150,0,200,66.0,154.9,18,122113.51,1937.3777,230,513068.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,18_9.csv' mode='w' encoding='utf-8'>"
,0,150,0,200,66.0,154.9,20,125244.62,1628.18,232,430884.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,20_0.csv' mode='w' encoding='utf-8'>"
,1,150,0,200,66.0,154.9,20,126418.79,1632.094,231,430968.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,20_1.csv' mode='w' encoding='utf-8'>"
,2,150,0,200,66.0,154.9,20,126418.79,1643.8356,228,432117.38,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,20_2.csv' mode='w' encoding='utf-8'>"
,3,150,0,200,66.0,154.9,20,122504.89,1592.955,229,423195.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,20_3.csv' mode='w' encoding='utf-8'>"
,4,150,0,200,66.0,154.9,20,124461.836,1620.3523,231,427763.22,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,20_4.csv' mode='w' encoding='utf-8'>"
,5,150,0,200,66.0,154.9,20,124070.45,1612.5244,233,428808.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,20_5.csv' mode='w' encoding='utf-8'>"
,6,150,0,200,66.0,154.9,20,123287.67,1600.7828,231,424553.78,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,20_6.csv' mode='w' encoding='utf-8'>"
,7,150,0,200,66.0,154.9,20,126027.39,1643.8356,232,434405.1,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,20_7.csv' mode='w' encoding='utf-8'>"
,8,150,0,200,66.0,154.9,20,122504.89,1596.8689,229,423827.78,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,20_8.csv' mode='w' encoding='utf-8'>"
,9,150,0,200,66.0,154.9,20,124070.45,1612.5244,231,428258.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,20_9.csv' mode='w' encoding='utf-8'>"
,0,150,0,200,66.0,154.9,22,123679.06,1326.8102,230,353565.53,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,22_0.csv' mode='w' encoding='utf-8'>"
,1,150,0,200,66.0,154.9,22,122896.28,1318.9824,229,350054.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,22_1.csv' mode='w' encoding='utf-8'>"
,2,150,0,200,66.0,154.9,22,125636.01,1350.2936,227,355542.1,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,22_2.csv' mode='w' encoding='utf-8'>"
,3,150,0,200,66.0,154.9,22,120939.336,1295.499,229,343561.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,22_3.csv' mode='w' encoding='utf-8'>"
,4,150,0,200,66.0,154.9,22,125244.62,1346.3796,229,356553.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,22_4.csv' mode='w' encoding='utf-8'>"
,5,150,0,200,66.0,154.9,22,123679.06,1330.7241,229,356144.78,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,22_5.csv' mode='w' encoding='utf-8'>"
,6,150,0,200,66.0,154.9,22,123287.67,1322.8962,226,351500.97,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,22_6.csv' mode='w' encoding='utf-8'>"
,7,150,0,200,66.0,154.9,22,122504.89,1311.1545,230,349203.53,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,22_7.csv' mode='w' encoding='utf-8'>"
,8,150,0,200,66.0,154.9,22,125244.62,1342.4657,228,352667.28,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,22_8.csv' mode='w' encoding='utf-8'>"
,9,150,0,200,66.0,154.9,22,124461.836,1334.638,228,353301.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,22_9.csv' mode='w' encoding='utf-8'>"
,0,150,0,200,66.0,154.9,24,125636.01,1111.546,230,297180.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,24_0.csv' mode='w' encoding='utf-8'>"
,1,150,0,200,66.0,154.9,24,123679.06,1091.9766,231,291424.66,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,24_1.csv' mode='w' encoding='utf-8'>"
,2,150,0,200,66.0,154.9,24,125636.01,1107.6321,232,295692.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,24_2.csv' mode='w' encoding='utf-8'>"
,3,150,0,200,66.0,154.9,24,124853.234,1099.8043,232,293510.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,24_3.csv' mode='w' encoding='utf-8'>"
,4,150,0,200,66.0,154.9,24,126810.17,1103.7181,233,294816.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,24_4.csv' mode='w' encoding='utf-8'>"
,5,150,0,200,66.0,154.9,24,125244.62,1107.6321,229,294444.22,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,24_5.csv' mode='w' encoding='utf-8'>"
,6,150,0,200,66.0,154.9,24,126027.39,1111.546,228,296491.22,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,24_6.csv' mode='w' encoding='utf-8'>"
,7,150,0,200,66.0,154.9,24,125244.62,1099.8043,227,291600.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,24_7.csv' mode='w' encoding='utf-8'>"
,8,150,0,200,66.0,154.9,24,121722.11,1064.5792,236,284225.06,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,24_8.csv' mode='w' encoding='utf-8'>"
,9,150,0,200,66.0,154.9,24,121722.11,1072.4071,230,284544.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,24_9.csv' mode='w' encoding='utf-8'>"
,0,150,0,200,66.0,154.9,26,123287.67,896.2818,229,240362.05,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,26_0.csv' mode='w' encoding='utf-8'>"
,1,150,0,200,66.0,154.9,26,122896.28,904.1096,227,244295.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,26_1.csv' mode='w' encoding='utf-8'>"
,2,150,0,200,66.0,154.9,26,125244.62,911.9374,227,244594.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,26_2.csv' mode='w' encoding='utf-8'>"
,3,150,0,200,66.0,154.9,26,120939.336,888.45404,229,238704.52,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,26_3.csv' mode='w' encoding='utf-8'>"
,4,150,0,200,66.0,154.9,26,126810.17,923.6791,228,245675.16,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,26_4.csv' mode='w' encoding='utf-8'>"
,5,150,0,200,66.0,154.9,26,124853.234,915.85126,230,245675.16,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,26_5.csv' mode='w' encoding='utf-8'>"
,6,150,0,200,66.0,154.9,26,122896.28,900.1957,233,240618.39,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,26_6.csv' mode='w' encoding='utf-8'>"
,7,150,0,200,66.0,154.9,26,124070.45,908.0235,228,242544.05,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,26_7.csv' mode='w' encoding='utf-8'>"
,8,150,0,200,66.0,154.9,26,124461.836,915.85126,226,242769.08,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,26_8.csv' mode='w' encoding='utf-8'>"
,9,150,0,200,66.0,154.9,26,124853.234,915.85126,230,244318.97,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,26_9.csv' mode='w' encoding='utf-8'>"
,0,150,0,200,66.0,154.9,28,125244.62,753.4247,231,198798.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,28_0.csv' mode='w' encoding='utf-8'>"
,1,150,0,200,66.0,154.9,28,125244.62,757.33856,229,198586.11,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,28_1.csv' mode='w' encoding='utf-8'>"
,2,150,0,200,66.0,154.9,28,125636.01,761.25244,228,199260.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,28_2.csv' mode='w' encoding='utf-8'>"
,3,150,0,200,66.0,154.9,28,126027.39,761.25244,227,200051.86,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,28_3.csv' mode='w' encoding='utf-8'>"
,4,150,0,200,66.0,154.9,28,124070.45,747.55383,232,197443.22,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,28_4.csv' mode='w' encoding='utf-8'>"
,5,150,0,200,66.0,154.9,28,122504.89,737.7691,231,195646.78,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,28_5.csv' mode='w' encoding='utf-8'>"
,6,150,0,200,66.0,154.9,28,122896.28,743.6399,229,196095.89,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,28_6.csv' mode='w' encoding='utf-8'>"
,7,150,0,200,66.0,154.9,28,121330.72,731.89825,233,194442.27,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,28_7.csv' mode='w' encoding='utf-8'>"
,8,150,0,200,66.0,154.9,28,122113.51,737.7691,228,195269.08,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,28_8.csv' mode='w' encoding='utf-8'>"
,9,150,0,200,66.0,154.9,28,124461.836,749.51074,232,198007.83,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,28_9.csv' mode='w' encoding='utf-8'>"
,0,150,0,200,66.0,154.9,30,125244.62,632.09393,233,167350.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,30_0.csv' mode='w' encoding='utf-8'>"
,1,150,0,200,66.0,154.9,30,123287.67,628.18005,228,165480.45,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,30_1.csv' mode='w' encoding='utf-8'>"
,2,150,0,200,66.0,154.9,30,126418.79,639.9217,230,169269.08,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,30_2.csv' mode='w' encoding='utf-8'>"
,3,150,0,200,66.0,154.9,30,125636.01,639.9217,227,167843.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,30_3.csv' mode='w' encoding='utf-8'>"
,4,150,0,200,66.0,154.9,30,122113.51,618.3953,229,163585.12,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,30_4.csv' mode='w' encoding='utf-8'>"
,5,150,0,200,66.0,154.9,30,122896.28,618.3953,230,163514.69,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,30_5.csv' mode='w' encoding='utf-8'>"
,6,150,0,200,66.0,154.9,30,123679.06,626.2231,228,165510.77,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,30_6.csv' mode='w' encoding='utf-8'>"
,7,150,0,200,66.0,154.9,30,124853.234,636.0078,229,167180.05,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,30_7.csv' mode='w' encoding='utf-8'>"
,8,150,0,200,66.0,154.9,30,126418.79,641.87866,228,168304.3,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,30_8.csv' mode='w' encoding='utf-8'>"
,9,150,0,200,66.0,154.9,30,121330.72,614.4814,232,162771.03,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_200offset_0\\150_66.0,154.9,30_9.csv' mode='w' encoding='utf-8'>"
,0,150,0,250,66.0,154.9,14,124853.234,2886.497,279,920391.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,14_0.csv' mode='w' encoding='utf-8'>"
,1,150,0,250,66.0,154.9,14,125636.01,2876.7124,281,920161.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,14_1.csv' mode='w' encoding='utf-8'>"
,2,150,0,250,66.0,154.9,14,123679.06,2837.5735,281,911893.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,14_2.csv' mode='w' encoding='utf-8'>"
,3,150,0,250,66.0,154.9,14,124853.234,2896.2817,272,919481.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,14_3.csv' mode='w' encoding='utf-8'>"
,4,150,0,250,66.0,154.9,14,122113.51,2827.7886,279,910352.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,14_4.csv' mode='w' encoding='utf-8'>"
,5,150,0,250,66.0,154.9,14,124853.234,2886.497,279,923229.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,14_5.csv' mode='w' encoding='utf-8'>"
,6,150,0,250,66.0,154.9,14,124070.45,2847.3582,283,914559.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,14_6.csv' mode='w' encoding='utf-8'>"
,7,150,0,250,66.0,154.9,14,123679.06,2847.3582,282,913776.94,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,14_7.csv' mode='w' encoding='utf-8'>"
,8,150,0,250,66.0,154.9,14,124070.45,2837.5735,284,911917.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,14_8.csv' mode='w' encoding='utf-8'>"
,9,150,0,250,66.0,154.9,14,124853.234,2876.7124,279,916428.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,14_9.csv' mode='w' encoding='utf-8'>"
,0,150,0,250,66.0,154.9,16,125636.01,2446.1838,274,773556.75,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,16_0.csv' mode='w' encoding='utf-8'>"
,1,150,0,250,66.0,154.9,16,125244.62,2426.6145,278,774818.94,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,16_1.csv' mode='w' encoding='utf-8'>"
,2,150,0,250,66.0,154.9,16,124853.234,2426.6145,276,770875.7,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,16_2.csv' mode='w' encoding='utf-8'>"
,3,150,0,250,66.0,154.9,16,123287.67,2387.4756,279,765846.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,16_3.csv' mode='w' encoding='utf-8'>"
,4,150,0,250,66.0,154.9,16,123287.67,2407.045,274,766624.25,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,16_4.csv' mode='w' encoding='utf-8'>"
,5,150,0,250,66.0,154.9,16,126418.79,2446.1838,276,774280.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,16_5.csv' mode='w' encoding='utf-8'>"
,6,150,0,250,66.0,154.9,16,125244.62,2416.8298,276,769481.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,16_6.csv' mode='w' encoding='utf-8'>"
,7,150,0,250,66.0,154.9,16,123287.67,2397.2603,279,767910.94,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,16_7.csv' mode='w' encoding='utf-8'>"
,8,150,0,250,66.0,154.9,16,123287.67,2387.4756,272,760161.5,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,16_8.csv' mode='w' encoding='utf-8'>"
,9,150,0,250,66.0,154.9,16,125244.62,2446.1838,276,771140.0,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,16_9.csv' mode='w' encoding='utf-8'>"
,0,150,0,250,66.0,154.9,18,125244.62,1984.3445,279,637334.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,18_0.csv' mode='w' encoding='utf-8'>"
,1,150,0,250,66.0,154.9,18,122896.28,1953.0333,279,627117.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,18_1.csv' mode='w' encoding='utf-8'>"
,2,150,0,250,66.0,154.9,18,124853.234,1984.3445,281,637199.6,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,18_2.csv' mode='w' encoding='utf-8'>"
,3,150,0,250,66.0,154.9,18,123679.06,1960.8611,282,630508.8,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,18_3.csv' mode='w' encoding='utf-8'>"
,4,150,0,250,66.0,154.9,18,122504.89,1953.0333,278,627753.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,18_4.csv' mode='w' encoding='utf-8'>"
,5,150,0,250,66.0,154.9,18,125636.01,1988.2583,279,636596.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,18_5.csv' mode='w' encoding='utf-8'>"
,6,150,0,250,66.0,154.9,18,121722.11,1925.636,282,623050.9,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,18_6.csv' mode='w' encoding='utf-8'>"
,7,150,0,250,66.0,154.9,18,125636.01,1996.086,280,638812.1,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,18_7.csv' mode='w' encoding='utf-8'>"
,8,150,0,250,66.0,154.9,18,124853.234,1980.4305,279,633430.56,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,18_8.csv' mode='w' encoding='utf-8'>"
,9,150,0,250,66.0,154.9,18,124070.45,1972.6028,279,630800.4,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,18_9.csv' mode='w' encoding='utf-8'>"
,0,150,0,250,66.0,154.9,20,122113.51,1585.1272,282,513980.44,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,20_0.csv' mode='w' encoding='utf-8'>"
,1,150,0,250,66.0,154.9,20,122504.89,1589.0411,283,515665.38,"<_io.TextIOWrapper name='C:\\ProsjektOppgave\\emfi-studies\\_results_ZCentral\\20231110-125117\\raw_dumps\\150V\\width_250offset_0\\150_66.0,154.9,20_1.csv' mode='w' encoding='utf-8'>"
